LSOA21CD,MEAN_NEAR_DIST,MIN_NEAR_DIST,MAX_NEAR_DIST,VARIANCE_NEAR_DIST,MEDIAN_NEAR_DIST
E01005591,0.065741369,0.027550988,0.110538526,0.00116399,0.06243798
E01005592,0.133591023,0.05898221,0.195215552,0.003366948,0.140083164
E01005593,0.088542099,0.010603223,0.214878499,0.009356236,0.064343337
E01005594,0.372705225,0.083329179,0.771055811,0.088181526,0.318217955
E01005595,0.088347051,0.037107208,0.161751749,0.002840639,0.077264623
E01005596,0.063827567,0.001302866,0.156999051,0.004942392,0.048504175
E01005597,1.091467497,0.421560738,1.841882669,0.574282379,1.051213291
E01005598,0.079371722,0.06262859,0.116001677,0.000620906,0.069428311
E01005599,0.084319835,0.037391135,0.119837002,0.001328022,0.0900256
E01005600,0.128233553,0.036304825,0.232044527,0.006767804,0.122292431
E01005601,0.041282866,0.026056391,0.063069337,0.000253134,0.038002869
E01005602,0.037930307,0.013456647,0.083687904,0.000973191,0.027288339
E01005603,0.096345688,0.058962149,0.122702869,0.000804821,0.101858867
E01005604,0.121811902,0.041303054,0.225434108,0.005898037,0.110255224
E01005605,0.216029544,0.073619695,0.489205989,0.035742723,0.150646245
E01005610,0.115486252,0.030374066,0.235673567,0.008595582,0.097948688
E01005611,0.06015783,0.035374263,0.099093078,0.00084003,0.05308199
E01005612,0.055755354,0.009899758,0.08809352,0.001083855,0.062514068
E01005613,0.136663255,0.046047259,0.274817491,0.011343656,0.112894135
E01005614,0.064676377,0.04739668,0.092671224,0.000388459,0.059318802
E01005615,0.082334936,0.041466729,0.153822517,0.002510655,0.067025249
E01005616,0.106012966,0.052604515,0.203301785,0.005023795,0.084072783
E01005617,0.457716123,0.085426422,0.82748951,0.123417082,0.45897428
E01005618,0.202105084,0.025582607,0.520100274,0.050669558,0.131368727
E01005619,0.126127651,0.062374119,0.225525129,0.004902881,0.108305677
E01005620,0.178528994,0.083941944,0.240662881,0.004584769,0.194755575
E01005621,1.500651615,0.894417873,1.989007928,0.266597148,1.55959033
E01005622,0.126754985,0.058758639,0.184277131,0.002929015,0.131992086
E01005623,0.12264712,0.054736976,0.221999473,0.005289719,0.106926015
E01005624,0.053403455,0.00495767,0.08801821,0.001223196,0.06031897
E01005625,0.103431294,0.080195066,0.145174707,0.000870101,0.094177702
E01005626,0.119783777,0.00660485,0.278369953,0.013365098,0.097080152
E01005627,0.059335699,0.024829315,0.121689487,0.001858904,0.045411997
E01005628,0.115731422,0.041326814,0.234593682,0.00693881,0.093502595
E01005629,0.088743935,0.019606068,0.167308558,0.003769646,0.084030556
E01005630,0.080851778,0.056466239,0.104304956,0.000501938,0.081317958
E01005631,0.072688396,0.027599498,0.120898626,0.002204367,0.07112773
E01005632,0.058309999,0.029091692,0.130553106,0.002340075,0.0367976
E01005633,0.050025303,0.036294186,0.075267727,0.000319744,0.044269649
E01005634,0.15532697,0.07167037,0.377970312,0.022154704,0.085833599
E01005635,0.130401724,0.025329574,0.36347249,0.024548418,0.066402415
E01005636,0.223647571,0.043822083,0.472261807,0.034983763,0.189253197
E01005637,0.06089124,0.030236791,0.106142142,0.001074696,0.053593014
E01005638,0.058903155,0.022616171,0.086187732,0.000769632,0.063404359
E01005639,0.081297391,0.063251072,0.102841717,0.000265316,0.079548388
E01005640,0.17018045,0.084104756,0.276235457,0.009966506,0.160190793
E01005641,0.064818292,0.02129094,0.084166308,0.000865889,0.076907959
E01005642,0.15484035,0.058025999,0.289188973,0.009863007,0.136073215
E01005643,0.528989813,0.077866786,0.972685617,0.161053413,0.532703424
E01005644,0.160124518,0.04178268,0.343542685,0.017806455,0.127586353
E01005645,0.150900483,0.054864381,0.347137096,0.01866909,0.100800227
E01005646,0.11901096,0.059081638,0.223818443,0.005196348,0.096571879
E01005647,0.058277041,0.033958398,0.094730164,0.00066715,0.0522098
E01005648,0.229986133,0.062370514,0.379816604,0.016996846,0.238878706
E01005649,0.149041762,0.052347967,0.233802741,0.007540841,0.155008171
E01005650,0.154033041,0.02429605,0.287771294,0.020110827,0.15203241
E01005651,0.17498426,0.099813222,0.275907959,0.006588073,0.16210793
E01005652,0.112120138,0.052189537,0.142924409,0.001681946,0.126683304
E01005653,0.116472375,0.053212337,0.199055336,0.004313003,0.106810914
E01005654,0.061126133,0.04247307,0.075902697,0.000246022,0.063064382
E01005656,0.096893687,0.021983371,0.169391064,0.005192164,0.098100157
E01005657,0.063999891,0.054070345,0.080617039,0.000132621,0.060656091
E01005659,0.156519814,0.060181858,0.336064278,0.015061022,0.114916561
E01005660,0.052006883,0.027625438,0.098598884,0.001003976,0.040901605
E01005661,0.126328267,0.098440397,0.175271148,0.001140041,0.115800761
E01005662,0.343799619,0.090188849,0.719884493,0.091761442,0.282562568
E01005663,0.063445546,0.031526602,0.095357031,0.000699317,0.063449275
E01005664,0.053979382,0.021492377,0.085616288,0.00069503,0.054404432
E01005665,0.116367928,0.019585586,0.302979655,0.016388584,0.071453235
E01005667,0.086859609,0.015526299,0.170971201,0.006424246,0.080470468
E01005670,0.078406617,0.016993624,0.117680857,0.001864145,0.089475994
E01005671,0.120346897,0.111154536,0.129240236,6.79288E-05,0.120496408
E01005672,0.058156204,0.021276294,0.111160838,0.001968941,0.050093841
E01005673,0.190139329,0.129972876,0.294399082,0.005412383,0.168092679
E01005674,0.08552968,0.008154956,0.165082441,0.007192317,0.084440661
E01005676,0.098486038,0.045436743,0.143854613,0.002528817,0.102326399
E01005677,0.249868024,0.029501563,0.463615461,0.035949027,0.253177536
E01005678,0.20953806,0.10452143,0.328991376,0.00888235,0.202319716
E01005679,0.082372956,0.043549435,0.129946534,0.001418999,0.077997928
E01005680,0.053151487,0.027092737,0.076012562,0.000402312,0.054750325
E01005681,0.051868275,0.018881065,0.10039873,0.001270841,0.044096653
E01005682,0.083789238,0.051109666,0.100976805,0.000499179,0.09153524
E01005683,0.053916883,0.009445887,0.117454531,0.002096627,0.044383556
E01005686,0.097524015,0.052719682,0.124686562,0.000992619,0.106344908
E01005687,0.14943131,0.115718247,0.204082794,0.001456089,0.138962099
E01005688,0.183740865,0.101191424,0.309966194,0.008794267,0.161902922
E01005689,0.122531106,0.039954651,0.161163287,0.003112758,0.144503244
E01005690,0.098099881,0.043716635,0.251856688,0.0105124,0.0484131
E01005691,0.293968849,0.131068502,0.395069581,0.012900279,0.324868656
E01005692,0.100440108,0.06096251,0.142791809,0.001291481,0.099003055
E01005693,0.158123237,0.062382025,0.260918752,0.006589037,0.154596086
E01005694,0.231449551,0.108325356,0.539219624,0.042741819,0.139126613
E01005695,0.158264493,0.058086553,0.249353855,0.00641599,0.162808783
E01005696,0.125633211,0.02059146,0.316720011,0.01823038,0.082610687
E01005697,0.083220916,0.024298759,0.117823139,0.001659201,0.095380882
E01005698,0.071337017,0.010370388,0.18964679,0.006470349,0.042665445
E01005699,0.10718169,0.027219678,0.254348549,0.011283145,0.073579268
E01005700,0.092969801,0.054359455,0.172875589,0.002924481,0.07232208
E01005701,0.089422888,0.056541856,0.136070625,0.001306135,0.082539537
E01005702,0.140662609,0.073946548,0.237586757,0.005303426,0.125558565
E01005703,0.09891633,0.045814131,0.150215826,0.001852136,0.099817682
E01005704,0.058545862,0.031180887,0.095734893,0.000828461,0.053633834
E01005706,0.074542477,0.023544289,0.176316213,0.004845022,0.049154704
E01005707,0.077626168,0.047356413,0.099386057,0.000619826,0.081881101
E01005708,0.088917273,0.033728117,0.207718526,0.006606192,0.057111224
E01005709,0.13762537,0.093233576,0.213279262,0.002883388,0.121994322
E01005710,0.191251012,0.118347342,0.286751422,0.006221624,0.179952642
E01005711,0.133438933,0.00694665,0.223996858,0.008693287,0.151406111
E01005712,0.061719301,0.0216933,0.100851953,0.001183781,0.062165976
E01005713,0.119332335,0.092794675,0.161308831,0.000891037,0.111612916
E01005714,0.115645537,0.055346027,0.193567949,0.004334072,0.106834086
E01005715,0.15054986,0.034740895,0.377466353,0.023918353,0.094996096
E01005716,0.146538391,0.093700274,0.187305362,0.001526468,0.152573964
E01005717,0.207147432,0.031491009,0.431028588,0.029713712,0.183035065
E01005718,0.109090097,0.057988394,0.215296176,0.005209806,0.081537908
E01005719,0.071221464,0.04374814,0.083535343,0.000340492,0.078801187
E01005721,0.112509002,0.096604063,0.129156388,0.000211171,0.112137779
E01005722,0.058267926,0.024798677,0.10827371,0.001448374,0.049999659
E01005723,0.192865306,0.053363452,0.311665152,0.011887465,0.20321631
E01005724,0.131827726,0.035287516,0.220568398,0.007442638,0.135727494
E01005725,0.19010344,0.084948708,0.320128625,0.012920835,0.177668215
E01005726,0.083086243,0.010249972,0.242669156,0.011548367,0.039712922
E01005727,0.083260553,0.037358972,0.12214417,0.001763682,0.086769535
E01005728,0.097683379,0.058303379,0.123321964,0.000810969,0.104554087
E01005729,0.039703637,0.003036617,0.060855574,0.000637493,0.047461179
E01005730,0.092012974,0.015819057,0.172741708,0.005033749,0.089745565
E01005731,0.142536615,0.010664372,0.346394425,0.021725668,0.106543831
E01005732,0.257727229,0.125340376,0.377269366,0.016813722,0.264149588
E01005733,0.09786346,0.04432175,0.150335476,0.002472969,0.098398307
E01005734,0.091615931,0.052446488,0.159661791,0.002546999,0.077177723
E01005735,0.112029086,0.069306146,0.146532372,0.001546828,0.116138913
E01005736,0.079909752,0.038197744,0.120572122,0.001580582,0.080434571
E01005737,0.879486268,0.012157886,2.174565171,0.842098611,0.665611008
E01005738,0.435382218,0.142883001,0.713474551,0.090104839,0.442585661
E01005739,0.09924232,0.047089599,0.173829718,0.002851922,0.088024982
E01005740,0.065591731,0.037080333,0.114226856,0.001138662,0.055529867
E01005741,0.160933805,0.122362942,0.193307043,0.001092367,0.164032618
E01005742,0.128215105,0.040396391,0.204661348,0.005135754,0.13390134
E01005743,0.094796575,0.027752443,0.181829509,0.004241055,0.084802174
E01005744,0.272435569,0.070541478,0.565103638,0.054123406,0.22704858
E01005745,0.341505444,0.155603543,0.563128954,0.028370002,0.323644639
E01005746,0.120187089,0.029097537,0.251524594,0.008932199,0.100063113
E01005747,0.104260517,0.06941346,0.171104279,0.002120345,0.088262165
E01005748,0.170230071,0.061500838,0.229564583,0.005825426,0.19492743
E01005749,0.060714538,0.016905253,0.103565537,0.001660334,0.06119368
E01005750,0.167000362,0.090642723,0.318253173,0.010506376,0.129552776
E01005751,0.083693731,0.061331626,0.112248186,0.000447033,0.080597556
E01005752,0.109716229,0.034380577,0.146066498,0.002586363,0.12920892
E01005753,0.050206137,0.017808384,0.092235358,0.000957559,0.045390403
E01005754,0.12746282,0.078702611,0.176910767,0.002027379,0.12711895
E01005755,0.193640306,0.151732643,0.28234386,0.003604231,0.17024236
E01005756,0.119529249,0.049694047,0.195388443,0.003654086,0.116517254
E01005757,0.051969598,0.022822357,0.080143721,0.000569056,0.052456157
E01005759,0.08592052,0.055348371,0.108791475,0.0006323,0.089771117
E01005760,0.071417039,0.04505066,0.098865487,0.000506223,0.070876004
E01005761,0.128637738,0.079042162,0.214401797,0.003496602,0.110553496
E01005762,0.079055556,0.042284039,0.116942601,0.000995508,0.078497792
E01005763,0.065478034,0.043558325,0.094094969,0.000450477,0.062129422
E01005764,0.054373192,0.047792905,0.063792166,4.92836E-05,0.05295385
E01005765,0.072939189,0.008246778,0.12218958,0.002774118,0.080660198
E01005766,0.079231904,0.051006018,0.118170931,0.000951288,0.073875334
E01005767,0.247360209,0.053661479,0.535434865,0.044560794,0.200172247
E01005768,0.179163804,0.108801707,0.253359276,0.005338611,0.177247117
E01005769,0.125749836,0.030518669,0.26606352,0.00998125,0.103208577
E01005770,0.088320188,0.036388507,0.17057479,0.003401693,0.073158727
E01005771,0.216972585,0.132412922,0.32240342,0.008674607,0.206537
E01005772,0.140675691,0.060401462,0.239422804,0.007637099,0.13143925
E01005773,0.067708328,0.044274187,0.11566107,0.001075312,0.055449027
E01005774,0.218563185,0.14011437,0.38347469,0.012904206,0.17533184
E01005775,0.106678092,0.053921074,0.196065438,0.003952491,0.088362928
E01005776,0.126571235,0.033737153,0.196278662,0.004582262,0.138134562
E01005777,0.104129785,0.050749935,0.167552957,0.002757269,0.099108123
E01005778,0.117511522,0.050547062,0.261974313,0.009898323,0.078762357
E01005779,0.119376083,0.032379921,0.187988924,0.004156929,0.128567744
E01005780,0.197343987,0.124925786,0.284572053,0.004529402,0.189939054
E01005781,0.08923276,0.063382247,0.120086939,0.000804909,0.086730927
E01005782,0.069703617,0.025867137,0.11965666,0.002573987,0.066645336
E01005783,0.375309838,0.266017168,0.470920511,0.008595161,0.382150837
E01005784,0.121906994,0.02510655,0.226593992,0.00678712,0.117963716
E01005785,0.148271583,0.050967695,0.344159444,0.017663082,0.098979597
E01005786,0.120548917,0.03230317,0.169868099,0.003801812,0.140012199
E01005787,0.12607634,0.018392927,0.293242985,0.014069355,0.096334724
E01005788,0.0775734,0.015904393,0.159687021,0.003689337,0.067351093
E01005789,0.096539092,0.069301554,0.142302009,0.001006506,0.087276402
E01005790,0.180089925,0.104198836,0.261111435,0.006450598,0.177524714
E01005791,0.086476859,0.060501766,0.141557109,0.001411336,0.071924281
E01005792,0.122159367,0.076906984,0.196322225,0.00291604,0.10770413
E01005793,0.051747502,0.037501927,0.079939657,0.00037522,0.044774212
E01005794,0.172398172,0.072830804,0.26418565,0.010451977,0.176288117
E01005795,0.157367744,0.092631595,0.327311933,0.012911322,0.104763724
E01005796,0.23828012,0.112860534,0.500229874,0.03145994,0.170015035
E01005797,0.052232425,0.036519579,0.083015998,0.000449136,0.044697061
E01005798,0.076342435,0.026409466,0.176080172,0.004562562,0.051440052
E01005799,0.142760364,0.038504958,0.234912603,0.006698412,0.148811947
E01005800,0.106269,0.020107287,0.268138807,0.012293674,0.068414952
E01005801,0.091546829,0.057187059,0.109176698,0.000575002,0.09991178
E01005802,0.18936311,0.129179289,0.26609328,0.003503719,0.181089936
E01005803,0.125078105,0.089568132,0.207222317,0.003032252,0.101760985
E01005804,0.081279484,0.026400147,0.119755214,0.001654716,0.089481287
E01005805,0.101377565,0.020821291,0.260337597,0.012723865,0.062175687
E01005806,0.11100636,0.077122092,0.195305791,0.003195426,0.085798777
E01005807,0.070481722,0.041990683,0.083891343,0.000372395,0.07802243
E01005808,0.0908545,0.018173605,0.122356663,0.002445298,0.111443865
E01005809,0.446904686,0.316661555,0.547850506,0.012335091,0.461553342
E01005810,0.078150033,0.070140719,0.091481622,8.70417E-05,0.075488896
E01005811,0.088366941,0.028157603,0.189047433,0.005013158,0.068131364
E01005812,0.131519923,0.049861278,0.293741243,0.012076431,0.091238586
E01005813,0.093738162,0.07434432,0.110836231,0.000223884,0.094886049
E01005814,0.12037811,0.046920923,0.233854089,0.006512202,0.100368714
E01005815,0.142689964,0.089066349,0.247666365,0.005509186,0.117013571
E01005816,0.070599343,0.033817454,0.101453932,0.000785804,0.073562994
E01005817,0.085161145,0.03845942,0.149240102,0.002147009,0.076472529
E01005818,0.0812456,0.034292033,0.190809155,0.00540121,0.049940607
E01005819,0.341354886,0.157312256,0.482476764,0.024907587,0.362815262
E01005820,0.088041958,0.008826846,0.207995586,0.007639285,0.067672699
E01005821,0.183807423,0.116937927,0.294847237,0.006817951,0.161722264
E01005822,0.075025686,0.021875781,0.161859642,0.004369766,0.05818366
E01005823,0.086418829,0.046023866,0.155893089,0.002333917,0.071879181
E01005824,0.051452582,0.024071741,0.107277124,0.001430507,0.037230732
E01005825,0.070167639,0.023942982,0.133186399,0.00229832,0.061770587
E01005826,0.048257094,0.013112382,0.089808717,0.001571118,0.045053638
E01005827,0.13210829,0.035971984,0.20062216,0.005004003,0.145919508
E01005828,0.066833628,0.030130621,0.097550069,0.000976839,0.069826911
E01005829,0.177312634,0.108553422,0.286744081,0.006352364,0.156976517
E01005830,0.102938571,0.011001747,0.187141557,0.005350778,0.106805489
E01005831,0.06637751,0.022182665,0.105835817,0.001182945,0.068745779
E01005832,0.12149473,0.033332927,0.279354216,0.011715888,0.086645888
E01005833,0.135528836,0.101425811,0.199992259,0.001989965,0.120348637
E01005834,0.107724758,0.01085162,0.240082951,0.009411251,0.08998223
E01005835,0.160938421,0.071871213,0.403025083,0.026113539,0.084428694
E01005836,0.049978259,0.029408526,0.094448954,0.000914597,0.038027777
E01005837,0.117339137,0.066894644,0.215178729,0.004802415,0.093641587
E01005838,0.054545676,0.019543826,0.073652868,0.000591912,0.062493006
E01005839,0.100115493,0.065504641,0.149622262,0.001270871,0.092667534
E01005840,0.155411211,0.035640057,0.37071629,0.022810877,0.107644248
E01005841,0.071469465,0.026161954,0.157711072,0.003558064,0.051002416
E01005842,0.242787875,0.159522951,0.291164712,0.003459541,0.260231919
E01005843,0.056928473,0.024809229,0.084049433,0.000636665,0.059427615
E01005844,0.167221253,0.0802438,0.283442601,0.007331868,0.152599306
E01005845,0.090339995,0.03648851,0.148851688,0.003089044,0.088009892
E01005846,0.063955333,0.021853752,0.132540112,0.002312878,0.050713735
E01005847,0.23156752,0.100096869,0.407357572,0.017211942,0.20940782
E01005848,0.134454056,0.031231536,0.288518776,0.014513047,0.109032955
E01005849,0.126484233,0.00299811,0.302102189,0.015816679,0.100418317
E01005850,0.283750821,0.054990135,0.603191047,0.056650826,0.238411051
E01005851,0.176559012,0.052132245,0.280847059,0.00911148,0.186628372
E01005852,0.089992694,0.040588356,0.128084181,0.001501507,0.09564912
E01005853,0.129568347,0.021776148,0.331442385,0.021264642,0.082527427
E01005854,0.087733426,0.01638973,0.167584657,0.004102495,0.083479659
E01005855,0.097843524,0.030174183,0.174570801,0.005005873,0.093314557
E01005856,0.111574459,0.017373141,0.266014873,0.012323089,0.081454912
E01005857,0.13648113,0.101229599,0.174640109,0.000913682,0.135027406
E01005858,0.24788361,0.161925407,0.399165238,0.01144325,0.215221897
E01005859,0.077739723,0.019361803,0.136114878,0.002291966,0.077741105
E01005860,0.049606317,0.028534098,0.063639563,0.000273732,0.053125803
E01005861,0.152120811,0.077322855,0.262979414,0.006322051,0.134090488
E01005862,0.060540435,0.024985203,0.089580983,0.000734977,0.063797777
E01005863,0.081013506,0.012015121,0.143992318,0.003880366,0.084023292
E01005864,0.19317678,0.056035139,0.334387437,0.016441869,0.191142272
E01005865,0.178134854,0.048445488,0.312530964,0.012940274,0.175781482
E01005866,0.044694043,0.022787702,0.065842711,0.000579104,0.04507288
E01005867,0.07985521,0.028816769,0.142542671,0.002251504,0.074030701
E01005868,0.150872877,0.065599334,0.290155559,0.011021601,0.123868308
E01005869,0.046046478,0.030205258,0.077136864,0.000453805,0.038421895
E01005870,0.170435365,0.08260353,0.291618215,0.007768881,0.153759858
E01005871,0.154883474,0.02460385,0.300251471,0.012763229,0.147339288
E01005872,0.091806799,0.033812999,0.150529901,0.004125219,0.091442148
E01005873,0.051324645,0.041601435,0.073409455,0.000220634,0.045143846
E01005874,0.101194191,0.039008535,0.162717664,0.002925609,0.101525282
E01005875,0.062416646,0.039415268,0.089379104,0.000523148,0.060436106
E01005876,0.094719215,0.029501819,0.160519363,0.0030549,0.09442784
E01005877,0.12278854,0.025980154,0.22025205,0.010480877,0.122460978
E01005878,0.348135026,0.015011809,0.760071013,0.095455423,0.308728642
E01005879,0.087529249,0.056424715,0.12395792,0.000917354,0.084867181
E01005880,0.26320848,0.108088528,0.475280693,0.029420964,0.234732349
E01005881,0.296321015,0.214276104,0.425216782,0.008923848,0.272895586
E01005882,0.362350658,0.054293509,0.719157989,0.076685002,0.337975568
E01005883,0.296809768,0.131365072,0.63237817,0.051486896,0.211747914
E01005884,0.081331888,0.040988487,0.191693237,0.005433404,0.046322914
E01005885,0.070352291,0.02523996,0.110616607,0.001952772,0.072776298
E01005886,0.115100872,0.065959054,0.206126387,0.004301171,0.094159023
E01005887,0.165442033,0.056600775,0.2176276,0.005396641,0.193769878
E01005888,0.083132651,0.033778935,0.145673507,0.002557209,0.076539082
E01005889,0.081534305,0.030825713,0.20907321,0.007263688,0.043119148
E01005890,0.17055966,0.088992656,0.327498607,0.011899929,0.132873688
E01005891,0.274468161,0.210850138,0.339103923,0.003183171,0.273959291
E01005892,0.197898408,0.013670416,0.481039287,0.044296423,0.148441965
E01005893,0.21764457,0.105363715,0.332596819,0.011829108,0.216308874
E01005894,0.070387857,0.019817594,0.144848208,0.00376735,0.058442813
E01005895,0.341439742,0.308811975,0.381459085,0.001213609,0.337743955
E01005896,0.109628777,0.014225476,0.228445383,0.009976891,0.097922125
E01005897,0.207082678,0.09643148,0.38247995,0.015464165,0.174709641
E01005898,0.204186045,0.098836395,0.452480928,0.027717458,0.132713429
E01005899,0.088590571,0.018545387,0.250538574,0.011931299,0.042639161
E01005900,0.162840225,0.041447837,0.367882682,0.020690998,0.12101519
E01005901,0.35658306,0.26277846,0.492569378,0.011156379,0.335492201
E01005902,0.111685242,0.055822022,0.169821849,0.00234629,0.110548548
E01005903,0.178195654,0.056352254,0.312074368,0.014809534,0.172177998
E01005904,0.152941271,0.044902688,0.268194748,0.012304489,0.149333824
E01005905,0.087740084,0.014678419,0.19671313,0.006727586,0.069784395
E01005906,0.257729994,0.031980761,0.514735639,0.039167824,0.242101788
E01005907,0.171988322,0.077742228,0.413278365,0.026002146,0.098466347
E01005908,0.291744119,0.093385535,0.453031577,0.0337677,0.310279682
E01005909,0.16061691,0.01768315,0.370740058,0.02260719,0.127022217
E01005910,0.076090348,0.070935451,0.088614593,7.07133E-05,0.072405674
E01005911,0.078296648,0.017070899,0.202914964,0.007100918,0.046600364
E01005912,0.225601351,0.094723233,0.378440701,0.013642358,0.214620735
E01005913,0.108803465,0.05486955,0.241817063,0.008012975,0.069263624
E01005914,0.192543732,0.082906166,0.415826491,0.024289001,0.135721137
E01005915,0.077551748,0.040655566,0.109637409,0.000938477,0.079957008
E01005916,0.091037301,0.063212353,0.163976788,0.002387014,0.068480032
E01005917,0.07167848,0.018720748,0.125977625,0.001935634,0.071007773
E01005918,0.094458001,0.047674093,0.156731586,0.00213237,0.086713163
E01005919,0.111497037,0.082096995,0.157018066,0.001028993,0.103436544
E01005920,0.052361744,0.035641535,0.062157916,0.000143868,0.055823762
E01005921,0.125637579,0.08959262,0.154094406,0.000850865,0.129431645
E01005922,0.084304481,0.030533779,0.139191754,0.002419303,0.083746196
E01005923,0.155944082,0.053817763,0.25201578,0.007476811,0.158971392
E01005924,0.077254474,0.023993229,0.199851225,0.006984396,0.042586722
E01005925,0.102696945,0.012790805,0.270185398,0.013331531,0.063905789
E01005926,0.30535988,0.089999977,0.514821348,0.046888437,0.308309098
E01005927,0.162284222,0.042461795,0.246682849,0.008983559,0.179996122
E01005928,0.185383021,0.118888228,0.322567395,0.009158606,0.15003823
E01005929,0.373318118,0.034018876,0.677287912,0.073978332,0.390982842
E01005930,0.208305648,0.057974343,0.410934963,0.025496555,0.182156643
E01005931,0.08363489,0.015969416,0.157559553,0.004664192,0.080505295
E01005932,0.400993331,0.064345581,0.634275439,0.057977935,0.452676153
E01005933,0.089167954,0.033907225,0.110387986,0.001368643,0.106188303
E01005934,0.076472511,0.033050901,0.143829225,0.002236282,0.064504959
E01005935,0.066823659,0.031285224,0.113294168,0.001416632,0.061357621
E01005936,0.156874621,0.103597769,0.231012157,0.002984176,0.14644428
E01005937,0.045954661,0.01888252,0.066051121,0.000400769,0.049442501
E01005938,0.238858879,0.219430261,0.259895858,0.000483047,0.238054698
E01005939,0.06636494,0.015839827,0.132038169,0.002413173,0.058790883
E01005940,0.091883457,0.03241015,0.166037623,0.003187766,0.084543027
E01005941,0.067121503,0.034760119,0.105327668,0.000848291,0.064199112
E01005942,0.078268567,0.020944281,0.167129674,0.004972762,0.062500157
E01005943,0.074827601,0.005458699,0.146874852,0.003808623,0.073488426
E01005944,0.069360658,0.033551756,0.097873335,0.000975355,0.073008771
E01005945,0.147372942,0.058699794,0.221730342,0.004977525,0.154530816
E01005946,0.068403534,0.021379258,0.150616217,0.003340294,0.050809331
E01005947,0.042480653,0.006648487,0.068563194,0.00090069,0.047355466
E01005948,0.089670517,0.054909558,0.107794645,0.000567018,0.097988932
E01005949,0.075280178,0.043886793,0.092631589,0.000520518,0.082301164
E01005950,0.140959582,0.07423419,0.229297445,0.004394665,0.130153347
E01005951,0.153173034,0.026650517,0.270665717,0.010503747,0.157687952
E01005953,0.038030125,0.01026886,0.074310117,0.000712932,0.033770762
E01005954,0.057186253,0.027188813,0.085814059,0.000597338,0.057871069
E01005955,0.042320472,0.007077941,0.067320726,0.000804561,0.047441609
E01005956,0.142967269,0.048146592,0.207046739,0.005493407,0.158337874
E01005957,0.059395663,0.014424425,0.082896199,0.000943527,0.070131013
E01005958,0.096959928,0.018011272,0.144128585,0.00318925,0.112849927
E01005959,0.072614763,0.034450477,0.115664958,0.00115513,0.070171809
E01005960,0.045995883,0.024685037,0.075991974,0.000635666,0.04165326
E01005961,0.195741872,0.073720815,0.416284022,0.02512074,0.146481325
E01005962,0.070370321,0.0268975,0.121698986,0.001570663,0.0664424
E01005963,0.118638038,0.086169801,0.148688894,0.000656873,0.119846729
E01005964,0.071504585,0.031897666,0.097165109,0.000788021,0.078477782
E01005965,0.109926992,0.071332329,0.143275927,0.000955307,0.112549857
E01005966,0.08457568,0.048795518,0.166339874,0.00300825,0.061583664
E01005967,0.079180421,0.042914691,0.142279165,0.001909939,0.065763913
E01005968,0.192411514,0.114805839,0.254823203,0.003965036,0.200008508
E01005969,0.096966589,0.052403178,0.146739643,0.001507555,0.094361767
E01005970,0.131462627,0.044630306,0.234332881,0.006291786,0.12344366
E01005971,0.074894463,0.029290761,0.147186899,0.002777838,0.061550095
E01005972,0.080922177,0.054802149,0.124964555,0.001101711,0.071961003
E01005973,0.215038341,0.072745567,0.404476058,0.01932811,0.191465869
E01005974,0.091800255,0.026637445,0.188106798,0.004672326,0.076228389
E01005975,0.040870647,0.008588048,0.107875389,0.002123166,0.023509576
E01005976,0.168539728,0.092491484,0.246627968,0.004052001,0.167519731
E01005977,0.099084302,0.019657031,0.230779107,0.00991247,0.072950535
E01005978,0.069505759,0.052523404,0.098815117,0.000476652,0.063342258
E01005979,0.126706797,0.038219442,0.20694599,0.005642586,0.130830879
E01005980,0.052007716,0.018213321,0.085933822,0.000774233,0.05194186
E01005981,0.046711744,0.037495617,0.070906952,0.000261849,0.039222204
E01005982,0.184035201,0.10125522,0.268179713,0.00487311,0.183352935
E01005983,0.171337125,0.055576339,0.36678602,0.01834844,0.131493071
E01005984,0.145653002,0.024736931,0.38722791,0.026760185,0.085323584
E01005985,0.248986471,0.102479884,0.330405459,0.010181408,0.281530271
E01005986,0.097619895,0.026249545,0.189700854,0.004608776,0.08726459
E01005987,0.050616397,0.019138125,0.10693258,0.001492764,0.038197442
E01005988,0.106937364,0.066329361,0.13990666,0.001129539,0.110756718
E01005989,0.310688799,0.061892912,0.477699287,0.035879216,0.3515815
E01005990,0.063511436,0.04336674,0.091103033,0.000412539,0.059787986
E01005991,0.113017117,0.025142868,0.189288011,0.005903204,0.118818796
E01005992,0.18498308,0.093403399,0.363242793,0.015047838,0.141643064
E01005993,0.137199924,0.049030827,0.347366643,0.019821423,0.076201114
E01005994,0.200163967,0.06027,0.344170404,0.015115799,0.198107732
E01005995,0.171982717,0.063618311,0.31674778,0.013405846,0.153782388
E01005996,0.150039682,0.044266972,0.269476378,0.012656915,0.143207688
E01005997,0.119584287,0.015269365,0.366383908,0.027742738,0.048341938
E01005998,0.086070252,0.032939349,0.12773198,0.001764379,0.09180484
E01005999,0.081297955,0.040318938,0.107355234,0.000885468,0.088758823
E01006000,0.053106406,0.028609894,0.090690389,0.000861613,0.04656267
E01006001,0.074375817,0.019621569,0.172135106,0.00480489,0.052873297
E01006002,0.084590368,0.034385449,0.124006909,0.001591761,0.089984556
E01006003,0.067951878,0.042979372,0.098303634,0.000581133,0.065262253
